"Notes"	"Year"	"Year Code"	"State"	"State Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"2012"	"2012"	"Massachusetts"	"25"	"Methadone"	"T40.3"	87	6646144	1.3
	"2012"	"2012"	"Massachusetts"	"25"	"Other synthetic narcotics"	"T40.4"	72	6646144	1.1
	"2012"	"2012"	"Massachusetts"	"25"	"Cocaine"	"T40.5"	190	6646144	2.9
	"2012"	"2012"	"Massachusetts"	"25"	"Other and unspecified narcotics"	"T40.6"	260	6646144	3.9
	"2012"	"2012"	"Michigan"	"26"	"Heroin"	"T40.1"	264	9883360	2.7
	"2012"	"2012"	"Michigan"	"26"	"Other opioids"	"T40.2"	280	9883360	2.8
	"2012"	"2012"	"Michigan"	"26"	"Methadone"	"T40.3"	136	9883360	1.4
	"2012"	"2012"	"Michigan"	"26"	"Other synthetic narcotics"	"T40.4"	73	9883360	0.7
	"2012"	"2012"	"Michigan"	"26"	"Cocaine"	"T40.5"	138	9883360	1.4
	"2012"	"2012"	"Michigan"	"26"	"Other and unspecified narcotics"	"T40.6"	47	9883360	0.5
	"2012"	"2012"	"Minnesota"	"27"	"Heroin"	"T40.1"	46	5379139	0.9
	"2012"	"2012"	"Minnesota"	"27"	"Other opioids"	"T40.2"	112	5379139	2.1
	"2012"	"2012"	"Minnesota"	"27"	"Methadone"	"T40.3"	67	5379139	1.2
	"2012"	"2012"	"Minnesota"	"27"	"Other synthetic narcotics"	"T40.4"	42	5379139	0.8
	"2012"	"2012"	"Minnesota"	"27"	"Cocaine"	"T40.5"	36	5379139	0.7
	"2012"	"2012"	"Minnesota"	"27"	"Other and unspecified narcotics"	"T40.6"	71	5379139	1.3
	"2012"	"2012"	"Mississippi"	"28"	"Other opioids"	"T40.2"	61	2984926	2.0
	"2012"	"2012"	"Mississippi"	"28"	"Methadone"	"T40.3"	22	2984926	0.7
	"2012"	"2012"	"Mississippi"	"28"	"Other synthetic narcotics"	"T40.4"	20	2984926	0.7
	"2012"	"2012"	"Mississippi"	"28"	"Cocaine"	"T40.5"	13	2984926	Unreliable
	"2012"	"2012"	"Mississippi"	"28"	"Other and unspecified narcotics"	"T40.6"	11	2984926	Unreliable
	"2012"	"2012"	"Missouri"	"29"	"Heroin"	"T40.1"	216	6021988	3.6
	"2012"	"2012"	"Missouri"	"29"	"Other opioids"	"T40.2"	209	6021988	3.5
	"2012"	"2012"	"Missouri"	"29"	"Methadone"	"T40.3"	64	6021988	1.1
	"2012"	"2012"	"Missouri"	"29"	"Other synthetic narcotics"	"T40.4"	58	6021988	1.0
	"2012"	"2012"	"Missouri"	"29"	"Cocaine"	"T40.5"	57	6021988	0.9
	"2012"	"2012"	"Missouri"	"29"	"Other and unspecified narcotics"	"T40.6"	54	6021988	0.9
	"2012"	"2012"	"Montana"	"30"	"Other opioids"	"T40.2"	27	1005141	2.7
	"2012"	"2012"	"Montana"	"30"	"Methadone"	"T40.3"	13	1005141	Unreliable
	"2012"	"2012"	"Montana"	"30"	"Other synthetic narcotics"	"T40.4"	13	1005141	Unreliable
	"2012"	"2012"	"Nebraska"	"31"	"Other opioids"	"T40.2"	30	1855525	1.6
	"2012"	"2012"	"Nebraska"	"31"	"Methadone"	"T40.3"	23	1855525	1.2
	"2012"	"2012"	"Nebraska"	"31"	"Other synthetic narcotics"	"T40.4"	11	1855525	Unreliable
	"2012"	"2012"	"Nevada"	"32"	"Heroin"	"T40.1"	45	2758931	1.6
	"2012"	"2012"	"Nevada"	"32"	"Other opioids"	"T40.2"	331	2758931	12.0
	"2012"	"2012"	"Nevada"	"32"	"Methadone"	"T40.3"	76	2758931	2.8
	"2012"	"2012"	"Nevada"	"32"	"Other synthetic narcotics"	"T40.4"	30	2758931	1.1
	"2012"	"2012"	"Nevada"	"32"	"Cocaine"	"T40.5"	49	2758931	1.8
	"2012"	"2012"	"Nevada"	"32"	"Other and unspecified narcotics"	"T40.6"	55	2758931	2.0
	"2012"	"2012"	"New Hampshire"	"33"	"Heroin"	"T40.1"	39	1320718	3.0
	"2012"	"2012"	"New Hampshire"	"33"	"Other opioids"	"T40.2"	57	1320718	4.3
	"2012"	"2012"	"New Hampshire"	"33"	"Methadone"	"T40.3"	27	1320718	2.0
	"2012"	"2012"	"New Hampshire"	"33"	"Other synthetic narcotics"	"T40.4"	24	1320718	1.8
	"2012"	"2012"	"New Hampshire"	"33"	"Cocaine"	"T40.5"	20	1320718	1.5
	"2012"	"2012"	"New Hampshire"	"33"	"Other and unspecified narcotics"	"T40.6"	17	1320718	Unreliable
	"2012"	"2012"	"New Jersey"	"34"	"Heroin"	"T40.1"	307	8864590	3.5
	"2012"	"2012"	"New Jersey"	"34"	"Other opioids"	"T40.2"	232	8864590	2.6
	"2012"	"2012"	"New Jersey"	"34"	"Methadone"	"T40.3"	71	8864590	0.8
	"2012"	"2012"	"New Jersey"	"34"	"Other synthetic narcotics"	"T40.4"	39	8864590	0.4
	"2012"	"2012"	"New Jersey"	"34"	"Cocaine"	"T40.5"	173	8864590	2.0
	"2012"	"2012"	"New Jersey"	"34"	"Other and unspecified narcotics"	"T40.6"	45	8864590	0.5
	"2012"	"2012"	"New Mexico"	"35"	"Heroin"	"T40.1"	105	2085538	5.0
	"2012"	"2012"	"New Mexico"	"35"	"Other opioids"	"T40.2"	196	2085538	9.4
	"2012"	"2012"	"New Mexico"	"35"	"Methadone"	"T40.3"	37	2085538	1.8
	"2012"	"2012"	"New Mexico"	"35"	"Other synthetic narcotics"	"T40.4"	37	2085538	1.8
	"2012"	"2012"	"New Mexico"	"35"	"Cocaine"	"T40.5"	74	2085538	3.5
	"2012"	"2012"	"New York"	"36"	"Heroin"	"T40.1"	525	19570261	2.7
	"2012"	"2012"	"New York"	"36"	"Other opioids"	"T40.2"	634	19570261	3.2
	"2012"	"2012"	"New York"	"36"	"Methadone"	"T40.3"	340	19570261	1.7
	"2012"	"2012"	"New York"	"36"	"Other synthetic narcotics"	"T40.4"	168	19570261	0.9
	"2012"	"2012"	"New York"	"36"	"Cocaine"	"T40.5"	522	19570261	2.7
	"2012"	"2012"	"New York"	"36"	"Other and unspecified narcotics"	"T40.6"	188	19570261	1.0
	"2012"	"2012"	"New York"	"36"	"Cannabis (derivatives)"	"T40.7"	11	19570261	Unreliable
	"2012"	"2012"	"North Carolina"	"37"	"Heroin"	"T40.1"	153	9752073	1.6
	"2012"	"2012"	"North Carolina"	"37"	"Other opioids"	"T40.2"	415	9752073	4.3
	"2012"	"2012"	"North Carolina"	"37"	"Methadone"	"T40.3"	184	9752073	1.9
	"2012"	"2012"	"North Carolina"	"37"	"Other synthetic narcotics"	"T40.4"	141	9752073	1.4
	"2012"	"2012"	"North Carolina"	"37"	"Cocaine"	"T40.5"	218	9752073	2.2
	"2012"	"2012"	"North Carolina"	"37"	"Other and unspecified narcotics"	"T40.6"	29	9752073	0.3
	"2012"	"2012"	"Ohio"	"39"	"Heroin"	"T40.1"	700	11544225	6.1
	"2012"	"2012"	"Ohio"	"39"	"Other opioids"	"T40.2"	529	11544225	4.6
	"2012"	"2012"	"Ohio"	"39"	"Methadone"	"T40.3"	139	11544225	1.2
	"2012"	"2012"	"Ohio"	"39"	"Other synthetic narcotics"	"T40.4"	143	11544225	1.2
	"2012"	"2012"	"Ohio"	"39"	"Cocaine"	"T40.5"	389	11544225	3.4
	"2012"	"2012"	"Ohio"	"39"	"Other and unspecified narcotics"	"T40.6"	89	11544225	0.8
	"2012"	"2012"	"Ohio"	"39"	"Cannabis (derivatives)"	"T40.7"	56	11544225	0.5
	"2012"	"2012"	"Oklahoma"	"40"	"Heroin"	"T40.1"	26	3814820	0.7
	"2012"	"2012"	"Oklahoma"	"40"	"Other opioids"	"T40.2"	387	3814820	10.1
	"2012"	"2012"	"Oklahoma"	"40"	"Methadone"	"T40.3"	77	3814820	2.0
	"2012"	"2012"	"Oklahoma"	"40"	"Other synthetic narcotics"	"T40.4"	107	3814820	2.8
	"2012"	"2012"	"Oklahoma"	"40"	"Cocaine"	"T40.5"	44	3814820	1.2
	"2012"	"2012"	"Oregon"	"41"	"Heroin"	"T40.1"	132	3899353	3.4
	"2012"	"2012"	"Oregon"	"41"	"Other opioids"	"T40.2"	146	3899353	3.7
	"2012"	"2012"	"Oregon"	"41"	"Methadone"	"T40.3"	86	3899353	2.2
	"2012"	"2012"	"Oregon"	"41"	"Other synthetic narcotics"	"T40.4"	31	3899353	0.8
	"2012"	"2012"	"Oregon"	"41"	"Cocaine"	"T40.5"	19	3899353	Unreliable
	"2012"	"2012"	"Oregon"	"41"	"Other and unspecified narcotics"	"T40.6"	26	3899353	0.7
	"2012"	"2012"	"Pennsylvania"	"42"	"Heroin"	"T40.1"	325	12763536	2.5
	"2012"	"2012"	"Pennsylvania"	"42"	"Other opioids"	"T40.2"	362	12763536	2.8
	"2012"	"2012"	"Pennsylvania"	"42"	"Methadone"	"T40.3"	91	12763536	0.7
	"2012"	"2012"	"Pennsylvania"	"42"	"Other synthetic narcotics"	"T40.4"	101	12763536	0.8
	"2012"	"2012"	"Pennsylvania"	"42"	"Cocaine"	"T40.5"	206	12763536	1.6
	"2012"	"2012"	"Pennsylvania"	"42"	"Other and unspecified narcotics"	"T40.6"	59	12763536	0.5
	"2012"	"2012"	"Pennsylvania"	"42"	"Cannabis (derivatives)"	"T40.7"	14	12763536	Unreliable
	"2012"	"2012"	"Rhode Island"	"44"	"Heroin"	"T40.1"	30	1050292	2.9
	"2012"	"2012"	"Rhode Island"	"44"	"Other opioids"	"T40.2"	75	1050292	7.1
	"2012"	"2012"	"Rhode Island"	"44"	"Methadone"	"T40.3"	28	1050292	2.7
	"2012"	"2012"	"Rhode Island"	"44"	"Other synthetic narcotics"	"T40.4"	12	1050292	Unreliable
	"2012"	"2012"	"Rhode Island"	"44"	"Cocaine"	"T40.5"	54	1050292	5.1
	"2012"	"2012"	"Rhode Island"	"44"	"Other and unspecified narcotics"	"T40.6"	27	1050292	2.6
	"2012"	"2012"	"South Carolina"	"45"	"Heroin"	"T40.1"	19	4723723	Unreliable
	"2012"	"2012"	"South Carolina"	"45"	"Other opioids"	"T40.2"	154	4723723	3.3
	"2012"	"2012"	"South Carolina"	"45"	"Methadone"	"T40.3"	38	4723723	0.8
	"2012"	"2012"	"South Carolina"	"45"	"Other synthetic narcotics"	"T40.4"	46	4723723	1.0
	"2012"	"2012"	"South Carolina"	"45"	"Cocaine"	"T40.5"	53	4723723	1.1
	"2012"	"2012"	"South Carolina"	"45"	"Other and unspecified narcotics"	"T40.6"	14	4723723	Unreliable
	"2012"	"2012"	"South Dakota"	"46"	"Other opioids"	"T40.2"	19	833354	Unreliable
	"2012"	"2012"	"Tennessee"	"47"	"Heroin"	"T40.1"	50	6456243	0.8
	"2012"	"2012"	"Tennessee"	"47"	"Other opioids"	"T40.2"	505	6456243	7.8
	"2012"	"2012"	"Tennessee"	"47"	"Methadone"	"T40.3"	107	6456243	1.7
	"2012"	"2012"	"Tennessee"	"47"	"Other synthetic narcotics"	"T40.4"	80	6456243	1.2
	"2012"	"2012"	"Tennessee"	"47"	"Cocaine"	"T40.5"	111	6456243	1.7
	"2012"	"2012"	"Tennessee"	"47"	"Other and unspecified narcotics"	"T40.6"	76	6456243	1.2
	"2012"	"2012"	"Tennessee"	"47"	"Cannabis (derivatives)"	"T40.7"	11	6456243	Unreliable
	"2012"	"2012"	"Texas"	"48"	"Heroin"	"T40.1"	369	26059203	1.4
	"2012"	"2012"	"Texas"	"48"	"Other opioids"	"T40.2"	504	26059203	1.9
	"2012"	"2012"	"Texas"	"48"	"Methadone"	"T40.3"	149	26059203	0.6
	"2012"	"2012"	"Texas"	"48"	"Other synthetic narcotics"	"T40.4"	130	26059203	0.5
	"2012"	"2012"	"Texas"	"48"	"Cocaine"	"T40.5"	500	26059203	1.9
	"2012"	"2012"	"Texas"	"48"	"Other and unspecified narcotics"	"T40.6"	128	26059203	0.5
	"2012"	"2012"	"Utah"	"49"	"Heroin"	"T40.1"	88	2855287	3.1
	"2012"	"2012"	"Utah"	"49"	"Other opioids"	"T40.2"	341	2855287	11.9
	"2012"	"2012"	"Utah"	"49"	"Methadone"	"T40.3"	54	2855287	1.9
	"2012"	"2012"	"Utah"	"49"	"Other synthetic narcotics"	"T40.4"	61	2855287	2.1
	"2012"	"2012"	"Utah"	"49"	"Cocaine"	"T40.5"	49	2855287	1.7
	"2012"	"2012"	"Utah"	"49"	"Other and unspecified narcotics"	"T40.6"	27	2855287	0.9
	"2012"	"2012"	"Vermont"	"50"	"Heroin"	"T40.1"	10	626011	Unreliable
	"2012"	"2012"	"Vermont"	"50"	"Other opioids"	"T40.2"	27	626011	4.3
	"2012"	"2012"	"Vermont"	"50"	"Methadone"	"T40.3"	19	626011	Unreliable
	"2012"	"2012"	"Virginia"	"51"	"Heroin"	"T40.1"	124	8185867	1.5
	"2012"	"2012"	"Virginia"	"51"	"Other opioids"	"T40.2"	283	8185867	3.5
	"2012"	"2012"	"Virginia"	"51"	"Methadone"	"T40.3"	106	8185867	1.3
	"2012"	"2012"	"Virginia"	"51"	"Other synthetic narcotics"	"T40.4"	91	8185867	1.1
	"2012"	"2012"	"Virginia"	"51"	"Cocaine"	"T40.5"	72	8185867	0.9
	"2012"	"2012"	"Virginia"	"51"	"Other and unspecified narcotics"	"T40.6"	22	8185867	0.3
	"2012"	"2012"	"Washington"	"53"	"Heroin"	"T40.1"	179	6897012	2.6
	"2012"	"2012"	"Washington"	"53"	"Other opioids"	"T40.2"	346	6897012	5.0
	"2012"	"2012"	"Washington"	"53"	"Methadone"	"T40.3"	186	6897012	2.7
	"2012"	"2012"	"Washington"	"53"	"Other synthetic narcotics"	"T40.4"	59	6897012	0.9
	"2012"	"2012"	"Washington"	"53"	"Cocaine"	"T40.5"	68	6897012	1.0
	"2012"	"2012"	"Washington"	"53"	"Other and unspecified narcotics"	"T40.6"	106	6897012	1.5
	"2012"	"2012"	"West Virginia"	"54"	"Heroin"	"T40.1"	65	1855413	3.5
	"2012"	"2012"	"West Virginia"	"54"	"Other opioids"	"T40.2"	380	1855413	20.5
	"2012"	"2012"	"West Virginia"	"54"	"Methadone"	"T40.3"	72	1855413	3.9
	"2012"	"2012"	"West Virginia"	"54"	"Other synthetic narcotics"	"T40.4"	98	1855413	5.3
	"2012"	"2012"	"West Virginia"	"54"	"Cocaine"	"T40.5"	68	1855413	3.7
	"2012"	"2012"	"West Virginia"	"54"	"Cannabis (derivatives)"	"T40.7"	18	1855413	Unreliable
	"2012"	"2012"	"Wisconsin"	"55"	"Heroin"	"T40.1"	187	5726398	3.3
	"2012"	"2012"	"Wisconsin"	"55"	"Other opioids"	"T40.2"	237	5726398	4.1
	"2012"	"2012"	"Wisconsin"	"55"	"Methadone"	"T40.3"	63	5726398	1.1
	"2012"	"2012"	"Wisconsin"	"55"	"Other synthetic narcotics"	"T40.4"	58	5726398	1.0
	"2012"	"2012"	"Wisconsin"	"55"	"Cocaine"	"T40.5"	70	5726398	1.2
	"2012"	"2012"	"Wisconsin"	"55"	"Other and unspecified narcotics"	"T40.6"	28	5726398	0.5
	"2012"	"2012"	"Wyoming"	"56"	"Other opioids"	"T40.2"	27	576412	4.7
	"2013"	"2013"	"Alabama"	"01"	"Heroin"	"T40.1"	42	4833722	0.9
	"2013"	"2013"	"Alabama"	"01"	"Other opioids"	"T40.2"	71	4833722	1.5
	"2013"	"2013"	"Alabama"	"01"	"Methadone"	"T40.3"	44	4833722	0.9
	"2013"	"2013"	"Alabama"	"01"	"Other synthetic narcotics"	"T40.4"	31	4833722	0.6
	"2013"	"2013"	"Alabama"	"01"	"Cocaine"	"T40.5"	39	4833722	0.8
	"2013"	"2013"	"Alabama"	"01"	"Other and unspecified narcotics"	"T40.6"	16	4833722	Unreliable
	"2013"	"2013"	"Alaska"	"02"	"Heroin"	"T40.1"	24	735132	3.3
	"2013"	"2013"	"Alaska"	"02"	"Other opioids"	"T40.2"	38	735132	5.2
	"2013"	"2013"	"Alaska"	"02"	"Other synthetic narcotics"	"T40.4"	12	735132	Unreliable
	"2013"	"2013"	"Alaska"	"02"	"Cocaine"	"T40.5"	13	735132	Unreliable
	"2013"	"2013"	"Arizona"	"04"	"Heroin"	"T40.1"	147	6626624	2.2
	"2013"	"2013"	"Arizona"	"04"	"Other opioids"	"T40.2"	268	6626624	4.0
	"2013"	"2013"	"Arizona"	"04"	"Methadone"	"T40.3"	66	6626624	1.0
	"2013"	"2013"	"Arizona"	"04"	"Other synthetic narcotics"	"T40.4"	52	6626624	0.8
	"2013"	"2013"	"Arizona"	"04"	"Cocaine"	"T40.5"	57	6626624	0.9
	"2013"	"2013"	"Arizona"	"04"	"Other and unspecified narcotics"	"T40.6"	51	6626624	0.8
	"2013"	"2013"	"Arkansas"	"05"	"Other opioids"	"T40.2"	120	2959373	4.1
	"2013"	"2013"	"Arkansas"	"05"	"Methadone"	"T40.3"	44	2959373	1.5
	"2013"	"2013"	"Arkansas"	"05"	"Other synthetic narcotics"	"T40.4"	33	2959373	1.1
	"2013"	"2013"	"Arkansas"	"05"	"Cocaine"	"T40.5"	15	2959373	Unreliable
	"2013"	"2013"	"Arkansas"	"05"	"Other and unspecified narcotics"	"T40.6"	14	2959373	Unreliable
	"2013"	"2013"	"California"	"06"	"Heroin"	"T40.1"	497	38332521	1.3
	"2013"	"2013"	"California"	"06"	"Other opioids"	"T40.2"	1127	38332521	2.9
	"2013"	"2013"	"California"	"06"	"Methadone"	"T40.3"	370	38332521	1.0
	"2013"	"2013"	"California"	"06"	"Other synthetic narcotics"	"T40.4"	186	38332521	0.5
	"2013"	"2013"	"California"	"06"	"Cocaine"	"T40.5"	302	38332521	0.8
	"2013"	"2013"	"California"	"06"	"Other and unspecified narcotics"	"T40.6"	221	38332521	0.6
	"2013"	"2013"	"California"	"06"	"Cannabis (derivatives)"	"T40.7"	69	38332521	0.2
	"2013"	"2013"	"Colorado"	"08"	"Heroin"	"T40.1"	120	5268367	2.3
	"2013"	"2013"	"Colorado"	"08"	"Other opioids"	"T40.2"	225	5268367	4.3
	"2013"	"2013"	"Colorado"	"08"	"Methadone"	"T40.3"	43	5268367	0.8
	"2013"	"2013"	"Colorado"	"08"	"Other synthetic narcotics"	"T40.4"	70	5268367	1.3
	"2013"	"2013"	"Colorado"	"08"	"Cocaine"	"T40.5"	64	5268367	1.2
	"2013"	"2013"	"Colorado"	"08"	"Other and unspecified narcotics"	"T40.6"	46	5268367	0.9
	"2013"	"2013"	"Colorado"	"08"	"Cannabis (derivatives)"	"T40.7"	21	5268367	0.4
	"2013"	"2013"	"Connecticut"	"09"	"Heroin"	"T40.1"	229	3596080	6.4
	"2013"	"2013"	"Connecticut"	"09"	"Other opioids"	"T40.2"	145	3596080	4.0
	"2013"	"2013"	"Connecticut"	"09"	"Methadone"	"T40.3"	49	3596080	1.4
	"2013"	"2013"	"Connecticut"	"09"	"Other synthetic narcotics"	"T40.4"	53	3596080	1.5
	"2013"	"2013"	"Connecticut"	"09"	"Cocaine"	"T40.5"	147	3596080	4.1
	"2013"	"2013"	"Connecticut"	"09"	"Other and unspecified narcotics"	"T40.6"	25	3596080	0.7
	"2013"	"2013"	"Delaware"	"10"	"Heroin"	"T40.1"	39	925749	4.2
	"2013"	"2013"	"Delaware"	"10"	"Other opioids"	"T40.2"	35	925749	3.8
	"2013"	"2013"	"Delaware"	"10"	"Methadone"	"T40.3"	22	925749	2.4
	"2013"	"2013"	"Delaware"	"10"	"Other synthetic narcotics"	"T40.4"	23	925749	2.5
	"2013"	"2013"	"Delaware"	"10"	"Cocaine"	"T40.5"	20	925749	2.2
	"2013"	"2013"	"Delaware"	"10"	"Other and unspecified narcotics"	"T40.6"	20	925749	2.2
	"2013"	"2013"	"District of Columbia"	"11"	"Heroin"	"T40.1"	35	646449	5.4
	"2013"	"2013"	"District of Columbia"	"11"	"Other opioids"	"T40.2"	10	646449	Unreliable
	"2013"	"2013"	"District of Columbia"	"11"	"Cocaine"	"T40.5"	33	646449	5.1
	"2013"	"2013"	"Florida"	"12"	"Heroin"	"T40.1"	186	19552860	1.0
	"2013"	"2013"	"Florida"	"12"	"Other opioids"	"T40.2"	792	19552860	4.1
	"2013"	"2013"	"Florida"	"12"	"Methadone"	"T40.3"	277	19552860	1.4
	"2013"	"2013"	"Florida"	"12"	"Other synthetic narcotics"	"T40.4"	203	19552860	1.0
	"2013"	"2013"	"Florida"	"12"	"Cocaine"	"T40.5"	405	19552860	2.1
	"2013"	"2013"	"Florida"	"12"	"Other and unspecified narcotics"	"T40.6"	41	19552860	0.2
	"2013"	"2013"	"Florida"	"12"	"Cannabis (derivatives)"	"T40.7"	16	19552860	Unreliable
	"2013"	"2013"	"Georgia"	"13"	"Heroin"	"T40.1"	67	9992167	0.7
	"2013"	"2013"	"Georgia"	"13"	"Other opioids"	"T40.2"	316	9992167	3.2
	"2013"	"2013"	"Georgia"	"13"	"Methadone"	"T40.3"	110	9992167	1.1
	"2013"	"2013"	"Georgia"	"13"	"Other synthetic narcotics"	"T40.4"	82	9992167	0.8
	"2013"	"2013"	"Georgia"	"13"	"Cocaine"	"T40.5"	127	9992167	1.3
	"2013"	"2013"	"Georgia"	"13"	"Other and unspecified narcotics"	"T40.6"	36	9992167	0.4
	"2013"	"2013"	"Hawaii"	"15"	"Heroin"	"T40.1"	10	1404054	Unreliable
	"2013"	"2013"	"Hawaii"	"15"	"Other opioids"	"T40.2"	40	1404054	2.8
	"2013"	"2013"	"Hawaii"	"15"	"Methadone"	"T40.3"	17	1404054	Unreliable
	"2013"	"2013"	"Hawaii"	"15"	"Cocaine"	"T40.5"	10	1404054	Unreliable
	"2013"	"2013"	"Idaho"	"16"	"Other opioids"	"T40.2"	53	1612136	3.3
	"2013"	"2013"	"Idaho"	"16"	"Methadone"	"T40.3"	12	1612136	Unreliable
	"2013"	"2013"	"Idaho"	"16"	"Other synthetic narcotics"	"T40.4"	15	1612136	Unreliable
	"2013"	"2013"	"Illinois"	"17"	"Heroin"	"T40.1"	596	12882135	4.6
	"2013"	"2013"	"Illinois"	"17"	"Other opioids"	"T40.2"	210	12882135	1.6
	"2013"	"2013"	"Illinois"	"17"	"Methadone"	"T40.3"	97	12882135	0.8
	"2013"	"2013"	"Illinois"	"17"	"Other synthetic narcotics"	"T40.4"	93	12882135	0.7
	"2013"	"2013"	"Illinois"	"17"	"Cocaine"	"T40.5"	341	12882135	2.6
	"2013"	"2013"	"Illinois"	"17"	"Other and unspecified narcotics"	"T40.6"	255	12882135	2.0
	"2013"	"2013"	"Indiana"	"18"	"Heroin"	"T40.1"	164	6570902	2.5
	"2013"	"2013"	"Indiana"	"18"	"Other opioids"	"T40.2"	122	6570902	1.9
	"2013"	"2013"	"Indiana"	"18"	"Methadone"	"T40.3"	36	6570902	0.5
	"2013"	"2013"	"Indiana"	"18"	"Other synthetic narcotics"	"T40.4"	37	6570902	0.6
	"2013"	"2013"	"Indiana"	"18"	"Cocaine"	"T40.5"	54	6570902	0.8
	"2013"	"2013"	"Indiana"	"18"	"Other and unspecified narcotics"	"T40.6"	59	6570902	0.9
	"2013"	"2013"	"Iowa"	"19"	"Heroin"	"T40.1"	32	3090416	1.0
	"2013"	"2013"	"Iowa"	"19"	"Other opioids"	"T40.2"	110	3090416	3.6
	"2013"	"2013"	"Iowa"	"19"	"Methadone"	"T40.3"	27	3090416	0.9
	"2013"	"2013"	"Iowa"	"19"	"Other synthetic narcotics"	"T40.4"	36	3090416	1.2
	"2013"	"2013"	"Iowa"	"19"	"Cocaine"	"T40.5"	17	3090416	Unreliable
	"2013"	"2013"	"Iowa"	"19"	"Other and unspecified narcotics"	"T40.6"	19	3090416	Unreliable
	"2013"	"2013"	"Iowa"	"19"	"Cannabis (derivatives)"	"T40.7"	13	3090416	Unreliable
	"2013"	"2013"	"Kansas"	"20"	"Heroin"	"T40.1"	13	2893957	Unreliable
	"2013"	"2013"	"Kansas"	"20"	"Other opioids"	"T40.2"	96	2893957	3.3
	"2013"	"2013"	"Kansas"	"20"	"Methadone"	"T40.3"	31	2893957	1.1
	"2013"	"2013"	"Kansas"	"20"	"Other synthetic narcotics"	"T40.4"	40	2893957	1.4
	"2013"	"2013"	"Kansas"	"20"	"Cocaine"	"T40.5"	17	2893957	Unreliable
	"2013"	"2013"	"Kentucky"	"21"	"Heroin"	"T40.1"	216	4395295	4.9
	"2013"	"2013"	"Kentucky"	"21"	"Other opioids"	"T40.2"	362	4395295	8.2
	"2013"	"2013"	"Kentucky"	"21"	"Methadone"	"T40.3"	73	4395295	1.7
	"2013"	"2013"	"Kentucky"	"21"	"Other synthetic narcotics"	"T40.4"	79	4395295	1.8
	"2013"	"2013"	"Kentucky"	"21"	"Cocaine"	"T40.5"	80	4395295	1.8
	"2013"	"2013"	"Kentucky"	"21"	"Other and unspecified narcotics"	"T40.6"	98	4395295	2.2
	"2013"	"2013"	"Kentucky"	"21"	"Cannabis (derivatives)"	"T40.7"	28	4395295	0.6
	"2013"	"2013"	"Louisiana"	"22"	"Heroin"	"T40.1"	121	4625470	2.6
	"2013"	"2013"	"Louisiana"	"22"	"Other opioids"	"T40.2"	89	4625470	1.9
	"2013"	"2013"	"Louisiana"	"22"	"Methadone"	"T40.3"	21	4625470	0.5
	"2013"	"2013"	"Louisiana"	"22"	"Other synthetic narcotics"	"T40.4"	26	4625470	0.6
	"2013"	"2013"	"Louisiana"	"22"	"Cocaine"	"T40.5"	72	4625470	1.6
	"2013"	"2013"	"Louisiana"	"22"	"Other and unspecified narcotics"	"T40.6"	50	4625470	1.1
	"2013"	"2013"	"Louisiana"	"22"	"Cannabis (derivatives)"	"T40.7"	12	4625470	Unreliable
	"2013"	"2013"	"Maine"	"23"	"Heroin"	"T40.1"	17	1328302	Unreliable
	"2013"	"2013"	"Maine"	"23"	"Other opioids"	"T40.2"	68	1328302	5.1
	"2013"	"2013"	"Maine"	"23"	"Methadone"	"T40.3"	37	1328302	2.8
	"2013"	"2013"	"Maine"	"23"	"Other synthetic narcotics"	"T40.4"	26	1328302	2.0
	"2013"	"2013"	"Maryland"	"24"	"Heroin"	"T40.1"	219	5928814	3.7
	"2013"	"2013"	"Maryland"	"24"	"Other opioids"	"T40.2"	308	5928814	5.2
	"2013"	"2013"	"Maryland"	"24"	"Methadone"	"T40.3"	143	5928814	2.4
	"2013"	"2013"	"Maryland"	"24"	"Other synthetic narcotics"	"T40.4"	95	5928814	1.6
	"2013"	"2013"	"Maryland"	"24"	"Cocaine"	"T40.5"	102	5928814	1.7
	"2013"	"2013"	"Maryland"	"24"	"Other and unspecified narcotics"	"T40.6"	203	5928814	3.4
	"2013"	"2013"	"Massachusetts"	"25"	"Heroin"	"T40.1"	289	6692824	4.3
	"2013"	"2013"	"Massachusetts"	"25"	"Other opioids"	"T40.2"	187	6692824	2.8
	"2013"	"2013"	"Massachusetts"	"25"	"Methadone"	"T40.3"	100	6692824	1.5
	"2013"	"2013"	"Massachusetts"	"25"	"Other synthetic narcotics"	"T40.4"	102	6692824	1.5
	"2013"	"2013"	"Massachusetts"	"25"	"Cocaine"	"T40.5"	243	6692824	3.6
	"2013"	"2013"	"Massachusetts"	"25"	"Other and unspecified narcotics"	"T40.6"	434	6692824	6.5
	"2013"	"2013"	"Michigan"	"26"	"Heroin"	"T40.1"	424	9895622	4.3
	"2013"	"2013"	"Michigan"	"26"	"Other opioids"	"T40.2"	294	9895622	3.0
	"2013"	"2013"	"Michigan"	"26"	"Methadone"	"T40.3"	167	9895622	1.7
	"2013"	"2013"	"Michigan"	"26"	"Other synthetic narcotics"	"T40.4"	90	9895622	0.9
	"2013"	"2013"	"Michigan"	"26"	"Cocaine"	"T40.5"	193	9895622	2.0
